Hand,E
6D 9S QH,18.3892
6D 9S QS,18.4345
6D 9S KC,18.5428
6D 9S KD,18.5428
6D 9S KH,18.5428
6D 9S KS,18.5379
6D TC QD,18.4051
6D TC QH,18.4052
6D TC QS,18.4052
6D TC KC,18.6054
6D TC KD,18.5740
6D TC KH,18.5741
6D TC KS,18.5741
6D TD QC,18.4045
6D TD QH,18.4045
6D TD QS,18.4045
6D TD KC,18.5774
6D TD KD,18.6098
6D TD KH,18.5774
6D TD KS,18.5774
6D TH QC,18.4052
6D TH QD,18.4051
6D TH QS,18.4052
6D TH KC,18.5741
6D TH KD,18.5740
6D TH KH,18.6054
6D TH KS,18.5741
6D TS QC,18.4052
6D TS QD,18.4051
6D TS QH,18.4052
6D TS KC,18.5741
6D TS KD,18.5740
6D TS KH,18.5741
6D TS KS,18.6054
6D JC QD,18.4038
6D JC QH,18.4043
6D JC QS,18.4043
6D JC KD,18.5440
6D JC KH,18.5441
6D JC KS,18.5441
6D JD QC,18.4017
6D JD QH,18.4017
6D JD QS,18.4017
6D JD KC,18.5415
6D JD KH,18.5415
6D JD KS,18.5415
6D JH QC,18.4043
6D JH QD,18.4038
6D JH QS,18.4043
6D JH KC,18.5441
6D JH KD,18.5440
6D JH KS,18.5441
6D JS QC,18.4043
6D JS QD,18.4038
6D JS QH,18.4043
6D JS KC,18.5441
6D JS KD,18.5440
6D JS KH,18.5441
6H 7C QC,18.3803
6H 7C QD,18.3831
6H 7C QH,18.3829
6H 7C QS,18.3831
6H 7C KC,18.5315
6H 7C KD,18.5321
6H 7C KH,18.5321
6H 7C KS,18.5321
6H 7D QC,18.3831
6H 7D QD,18.3803
6H 7D QH,18.3829
6H 7D QS,18.3831
6H 7D KC,18.5321
6H 7D KD,18.5315
6H 7D KH,18.5321
6H 7D KS,18.5321
6H 7S QC,18.3831
6H 7S QD,18.3831
6H 7S QH,18.3829
6H 7S QS,18.3803
6H 7S KC,18.5321
6H 7S KD,18.5321
6H 7S KH,18.5321
6H 7S KS,18.5315
6H 8C QC,18.3926
6H 8C QD,18.4025
6H 8C QH,18.4002
6H 8C QS,18.4025
6H 8C KC,18.5472
6H 8C KD,18.5511
6H 8C KH,18.5511
6H 8C KS,18.5511
6H 8D QC,18.4025
6H 8D QD,18.3926
6H 8D QH,18.4002
6H 8D QS,18.4025
6H 8D KC,18.5511
6H 8D KD,18.5472
6H 8D KH,18.5511
6H 8D KS,18.5511
6H 8S QC,18.4025
6H 8S QD,18.4025
6H 8S QH,18.4002
6H 8S QS,18.3926
6H 8S KC,18.5511
6H 8S KD,18.5511
6H 8S KH,18.5511
6H 8S KS,18.5472
6H 9C QC,18.4345
6H 9C QD,18.3892
6H 9C QH,18.3891
6H 9C QS,18.3892
6H 9C KC,18.5379
6H 9C KD,18.5428
6H 9C KH,18.5428
6H 9C KS,18.5428
6H 9D QC,18.3892
6H 9D QD,18.4345
6H 9D QH,18.3891
6H 9D QS,18.3892
6H 9D KC,18.5428
6H 9D KD,18.5379
6H 9D KH,18.5428
6H 9D KS,18.5428
6H 9H QC,18.5122
6H 9H QD,18.5122
6H 9H QH,18.5637
6H 9H QS,18.5122
6H 9H KC,18.6734
6H 9H KD,18.6734
6H 9H KH,18.6698
6H 9H KS,18.6734
6H 9S QC,18.3892
6H 9S QD,18.3892
6H 9S QH,18.3891
6H 9S QS,18.4345
6H 9S KC,18.5428
6H 9S KD,18.5428
6H 9S KH,18.5428
6H 9S KS,18.5379
6H TC QD,18.4052
6H TC QH,18.4051
6H TC QS,18.4052
6H TC KC,18.6054
6H TC KD,18.5741
6H TC KH,18.5740
6H TC KS,18.5741
6H TD QC,18.4052
6H TD QH,18.4051
6H TD QS,18.4052
6H TD KC,18.5741
6H TD KD,18.6054
6H TD KH,18.5740
6H TD KS,18.5741
6H TH QC,18.4045
6H TH QD,18.4045
6H TH QS,18.4045
6H TH KC,18.5774
6H TH KD,18.5774
6H TH KH,18.6098
6H TH KS,18.5774
6H TS QC,18.4052
6H TS QD,18.4052
6H TS QH,18.4051
6H TS KC,18.5741
6H TS KD,18.5741
6H TS KH,18.5740
6H TS KS,18.6054
6H JC QD,18.4043
6H JC QH,18.4038
6H JC QS,18.4043
6H JC KD,18.5441
6H JC KH,18.5440
6H JC KS,18.5441
6H JD QC,18.4043
6H JD QH,18.4038
6H JD QS,18.4043
6H JD KC,18.5441
6H JD KH,18.5440
6H JD KS,18.5441
6H JH QC,18.4017
6H JH QD,18.4017
6H JH QS,18.4017
6H JH KC,18.5415
6H JH KD,18.5415
6H JH KS,18.5415
6H JS QC,18.4043
6H JS QD,18.4043
6H JS QH,18.4038
6H JS KC,18.5441
6H JS KD,18.5441
6H JS KH,18.5440
6S 7C QC,18.3803
6S 7C QD,18.3831
6S 7C QH,18.3831
6S 7C QS,18.3829
6S 7C KC,18.5315
6S 7C KD,18.5321
6S 7C KH,18.5321
6S 7C KS,18.5321
6S 7D QC,18.3831
6S 7D QD,18.3803
6S 7D QH,18.3831
6S 7D QS,18.3829
6S 7D KC,18.5321
6S 7D KD,18.5315
6S 7D KH,18.5321
6S 7D KS,18.5321
6S 7H QC,18.3831
6S 7H QD,18.3831
6S 7H QH,18.3803
6S 7H QS,18.3829
6S 7H KC,18.5321
6S 7H KD,18.5321
6S 7H KH,18.5315
6S 7H KS,18.5321
6S 8C QC,18.3926
6S 8C QD,18.4025
6S 8C QH,18.4025
6S 8C QS,18.4002
6S 8C KC,18.5472
6S 8C KD,18.5511
6S 8C KH,18.5511
6S 8C KS,18.5511
6S 8D QC,18.4025
6S 8D QD,18.3926
6S 8D QH,18.4025
6S 8D QS,18.4002
6S 8D KC,18.5511
6S 8D KD,18.5472
6S 8D KH,18.5511
6S 8D KS,18.5511
6S 8H QC,18.4025
6S 8H QD,18.4025
6S 8H QH,18.3926
6S 8H QS,18.4002
6S 8H KC,18.5511
6S 8H KD,18.5511
6S 8H KH,18.5472
6S 8H KS,18.5511
6S 9C QC,18.4345
6S 9C QD,18.3892
6S 9C QH,18.3892
6S 9C QS,18.3891
6S 9C KC,18.5379
6S 9C KD,18.5428
6S 9C KH,18.5428
6S 9C KS,18.5428
6S 9D QC,18.3892
6S 9D QD,18.4345
6S 9D QH,18.3892
6S 9D QS,18.3891
6S 9D KC,18.5428
6S 9D KD,18.5379
6S 9D KH,18.5428
6S 9D KS,18.5428
6S 9H QC,18.3892
6S 9H QD,18.3892
6S 9H QH,18.4345
6S 9H QS,18.3891
6S 9H KC,18.5428
6S 9H KD,18.5428
6S 9H KH,18.5379
6S 9H KS,18.5428
6S 9S QC,18.5122
6S 9S QD,18.5122
6S 9S QH,18.5122
6S 9S QS,18.5637
6S 9S KC,18.6734
6S 9S KD,18.6734
6S 9S KH,18.6734
6S 9S KS,18.6698
6S TC QD,18.4052
6S TC QH,18.4052
6S TC QS,18.4051
6S TC KC,18.6054
6S TC KD,18.5741
6S TC KH,18.5741
6S TC KS,18.5740
6S TD QC,18.4052
6S TD QH,18.4052
6S TD QS,18.4051
6S TD KC,18.5741
6S TD KD,18.6054
6S TD KH,18.5741
6S TD KS,18.5740
6S TH QC,18.4052
6S TH QD,18.4052
6S TH QS,18.4051
6S TH KC,18.5741
6S TH KD,18.5741
6S TH KH,18.6054
6S TH KS,18.5740
6S TS QC,18.4045
6S TS QD,18.4045
6S TS QH,18.4045
6S TS KC,18.5774
6S TS KD,18.5774
6S TS KH,18.5774
6S TS KS,18.6098
6S JC QD,18.4043
6S JC QH,18.4043
6S JC QS,18.4038
6S JC KD,18.5441
6S JC KH,18.5441
6S JC KS,18.5440
6S JD QC,18.4043
6S JD QH,18.4043
6S JD QS,18.4038
6S JD KC,18.5441
6S JD KH,18.5441
6S JD KS,18.5440
6S JH QC,18.4043
6S JH QD,18.4043
6S JH QS,18.4038
6S JH KC,18.5441
6S JH KD,18.5441
6S JH KS,18.5440
6S JS QC,18.4017
6S JS QD,18.4017
6S JS QH,18.4017
6S JS KC,18.5415
6S JS KD,18.5415
6S JS KH,18.5415
7C 8D QC,18.3805
7C 8D QD,18.3760
7C 8D QH,18.3839
7C 8D QS,18.3839
7C 8D KC,18.5320
7C 8D KD,18.5283
7C 8D KH,18.5322
7C 8D KS,18.5322
7C 8H QC,18.3805
7C 8H QD,18.3839
7C 8H QH,18.3760
7C 8H QS,18.3839
7C 8H KC,18.5320
7C 8H KD,18.5322
7C 8H KH,18.5283
7C 8H KS,18.5322
7C 8S QC,18.3805
7C 8S QD,18.3839
7C 8S QH,18.3839
7C 8S QS,18.3760
7C 8S KC,18.5320
7C 8S KD,18.5322
7C 8S KH,18.5322
7C 8S KS,18.5283
7C 9D QC,18.3906
7C 9D QD,18.4410
7C 9D QH,18.3961
7C 9D QS,18.3961
7C 9D KC,18.5470
7C 9D KD,18.5444
7C 9D KH,18.5495
7C 9D KS,18.5495
7C 9H QC,18.3906
7C 9H QD,18.3961
7C 9H QH,18.4410
7C 9H QS,18.3961
7C 9H KC,18.5470
7C 9H KD,18.5495
7C 9H KH,18.5444
7C 9H KS,18.5495
7C 9S QC,18.3906
7C 9S QD,18.3961
7C 9S QH,18.3961
7C 9S QS,18.4410
7C 9S KC,18.5470
7C 9S KD,18.5495
7C 9S KH,18.5495
7C 9S KS,18.5444
7C TC QD,18.5151
7C TC QH,18.5151
7C TC QS,18.5151
7C TC KC,18.7310
7C TC KD,18.6917
7C TC KH,18.6917
7C TC KS,18.6917
7C TD QC,18.3839
7C TD QH,18.3840
7C TD QS,18.3840
7C TD KC,18.5529
7C TD KD,18.5832
7C TD KH,18.5530
7C TD KS,18.5530
7C TH QC,18.3839
7C TH QD,18.3840
7C TH QS,18.3840
7C TH KC,18.5529
7C TH KD,18.5530
7C TH KH,18.5832
7C TH KS,18.5530
7C TS QC,18.3839
7C TS QD,18.3840
7C TS QH,18.3840
7C TS KC,18.5529
7C TS KD,18.5530
7C TS KH,18.5530
7C TS KS,18.5832
7C JC QD,18.4019
7C JC QH,18.4019
7C JC QS,18.4019
7C JC KD,18.5423
7C JC KH,18.5423
7C JC KS,18.5423
7C JD QC,18.4027
7C JD QH,18.4038
7C JD QS,18.4038
7C JD KC,18.5402
7C JD KH,18.5399
7C JD KS,18.5399
7C JH QC,18.4027
7C JH QD,18.4038
7C JH QS,18.4038
7C JH KC,18.5402
7C JH KD,18.5399
7C JH KS,18.5399
7C JS QC,18.4027
7C JS QD,18.4038
7C JS QH,18.4038
7C JS KC,18.5402
7C JS KD,18.5399
7C JS KH,18.5399
7D 8C QC,18.3760
7D 8C QD,18.3805
7D 8C QH,18.3839
7D 8C QS,18.3839
7D 8C KC,18.5283
7D 8C KD,18.5320
7D 8C KH,18.5322
7D 8C KS,18.5322
7D 8H QC,18.3839
7D 8H QD,18.3805
7D 8H QH,18.3760
7D 8H QS,18.3839
7D 8H KC,18.5322
7D 8H KD,18.5320
7D 8H KH,18.5283
7D 8H KS,18.5322
7D 8S QC,18.3839
7D 8S QD,18.3805
7D 8S QH,18.3839
7D 8S QS,18.3760
7D 8S KC,18.5322
7D 8S KD,18.5320
7D 8S KH,18.5322
7D 8S KS,18.5283
7D 9C QC,18.4410
7D 9C QD,18.3906
7D 9C QH,18.3961
7D 9C QS,18.3961
7D 9C KC,18.5444
7D 9C KD,18.5470
7D 9C KH,18.5495
7D 9C KS,18.5495
7D 9H QC,18.3961
7D 9H QD,18.3906
7D 9H QH,18.4410
7D 9H QS,18.3961
7D 9H KC,18.5495
7D 9H KD,18.5470
7D 9H KH,18.5444
7D 9H KS,18.5495
7D 9S QC,18.3961
7D 9S QD,18.3906
7D 9S QH,18.3961
7D 9S QS,18.4410
7D 9S KC,18.5495
7D 9S KD,18.5470
7D 9S KH,18.5495
7D 9S KS,18.5444
7D TC QD,18.3839
7D TC QH,18.3840
7D TC QS,18.3840
7D TC KC,18.5832
7D TC KD,18.5529
7D TC KH,18.5530
7D TC KS,18.5530
7D TD QC,18.5151
7D TD QH,18.5151
7D TD QS,18.5151
7D TD KC,18.6917
7D TD KD,18.7310
7D TD KH,18.6917
7D TD KS,18.6917
7D TH QC,18.3840
7D TH QD,18.3839
7D TH QS,18.3840
7D TH KC,18.5530
7D TH KD,18.5529
7D TH KH,18.5832
7D TH KS,18.5530
7D TS QC,18.3840
7D TS QD,18.3839
7D TS QH,18.3840
7D TS KC,18.5530
7D TS KD,18.5529
7D TS KH,18.5530
7D TS KS,18.5832
7D JC QD,18.4027
7D JC QH,18.4038
7D JC QS,18.4038
7D JC KD,18.5402
7D JC KH,18.5399
7D JC KS,18.5399
7D JD QC,18.4019
7D JD QH,18.4019
7D JD QS,18.4019
7D JD KC,18.5423
7D JD KH,18.5423
7D JD KS,18.5423
7D JH QC,18.4038
7D JH QD,18.4027
7D JH QS,18.4038
7D JH KC,18.5399
7D JH KD,18.5402
7D JH KS,18.5399
7D JS QC,18.4038
7D JS QD,18.4027
7D JS QH,18.4038
7D JS KC,18.5399
7D JS KD,18.5402
7D JS KH,18.5399
7H 8C QC,18.3760
7H 8C QD,18.3839
7H 8C QH,18.3805
7H 8C QS,18.3839
7H 8C KC,18.5283
7H 8C KD,18.5322
7H 8C KH,18.5320
7H 8C KS,18.5322
7H 8D QC,18.3839
7H 8D QD,18.3760
7H 8D QH,18.3805
7H 8D QS,18.3839
7H 8D KC,18.5322
7H 8D KD,18.5283
7H 8D KH,18.5320
7H 8D KS,18.5322
7H 8S QC,18.3839
7H 8S QD,18.3839
7H 8S QH,18.3805
7H 8S QS,18.3760
7H 8S KC,18.5322
7H 8S KD,18.5322
7H 8S KH,18.5320
7H 8S KS,18.5283
7H 9C QC,18.4410
7H 9C QD,18.3961
7H 9C QH,18.3906
7H 9C QS,18.3961
7H 9C KC,18.5444
7H 9C KD,18.5495
7H 9C KH,18.5470
7H 9C KS,18.5495
7H 9D QC,18.3961
7H 9D QD,18.4410
7H 9D QH,18.3906
7H 9D QS,18.3961
7H 9D KC,18.5495
7H 9D KD,18.5444
7H 9D KH,18.5470
7H 9D KS,18.5495
7H 9S QC,18.3961
7H 9S QD,18.3961
7H 9S QH,18.3906
7H 9S QS,18.4410
7H 9S KC,18.5495
7H 9S KD,18.5495
7H 9S KH,18.5470
7H 9S KS,18.5444
7H TC QD,18.3840
7H TC QH,18.3839
7H TC QS,18.3840
7H TC KC,18.5832
7H TC KD,18.5530
7H TC KH,18.5529
7H TC KS,18.5530
7H TD QC,18.3840
7H TD QH,18.3839
7H TD QS,18.3840
7H TD KC,18.5530
7H TD KD,18.5832
7H TD KH,18.5529
7H TD KS,18.5530
7H TH QC,18.5151
7H TH QD,18.5151
7H TH QS,18.5151
7H TH KC,18.6917
7H TH KD,18.6917
7H TH KH,18.7310
7H TH KS,18.6917
7H TS QC,18.3840
7H TS QD,18.3840
7H TS QH,18.3839
7H TS KC,18.5530
7H TS KD,18.5530
7H TS KH,18.5529
7H TS KS,18.5832
7H JC QD,18.4038
7H JC QH,18.4027
7H JC QS,18.4038
7H JC KD,18.5399
7H JC KH,18.5402
7H JC KS,18.5399
7H JD QC,18.4038
7H JD QH,18.4027
7H JD QS,18.4038
7H JD KC,18.5399
7H JD KH,18.5402
7H JD KS,18.5399
7H JH QC,18.4019
7H JH QD,18.4019
7H JH QS,18.4019
7H JH KC,18.5423
7H JH KD,18.5423
7H JH KS,18.5423
7H JS QC,18.4038
7H JS QD,18.4038
7H JS QH,18.4027
7H JS KC,18.5399
7H JS KD,18.5399
7H JS KH,18.5402
7S 8C QC,18.3760
7S 8C QD,18.3839
7S 8C QH,18.3839
7S 8C QS,18.3805
7S 8C KC,18.5283
7S 8C KD,18.5322
7S 8C KH,18.5322
7S 8C KS,18.5320
7S 8D QC,18.3839
7S 8D QD,18.3760
7S 8D QH,18.3839
7S 8D QS,18.3805
7S 8D KC,18.5322
7S 8D KD,18.5283
7S 8D KH,18.5322
7S 8D KS,18.5320
7S 8H QC,18.3839
7S 8H QD,18.3839
7S 8H QH,18.3760
7S 8H QS,18.3805
7S 8H KC,18.5322
7S 8H KD,18.5322
7S 8H KH,18.5283
7S 8H KS,18.5320
7S 9C QC,18.4410
7S 9C QD,18.3961
7S 9C QH,18.3961
7S 9C QS,18.3906
7S 9C KC,18.5444
7S 9C KD,18.5495
7S 9C KH,18.5495
7S 9C KS,18.5470
7S 9D QC,18.3961
7S 9D QD,18.4410
7S 9D QH,18.3961
7S 9D QS,18.3906
7S 9D KC,18.5495
7S 9D KD,18.5444
7S 9D KH,18.5495
7S 9D KS,18.5470
7S 9H QC,18.3961
7S 9H QD,18.3961
7S 9H QH,18.4410
7S 9H QS,18.3906
7S 9H KC,18.5495
7S 9H KD,18.5495
7S 9H KH,18.5444
7S 9H KS,18.5470
7S TC QD,18.3840
7S TC QH,18.3840
7S TC QS,18.3839
7S TC KC,18.5832
7S TC KD,18.5530
7S TC KH,18.5530
7S TC KS,18.5529
7S TD QC,18.3840
7S TD QH,18.3840
7S TD QS,18.3839
7S TD KC,18.5530
7S TD KD,18.5832
7S TD KH,18.5530
7S TD KS,18.5529
7S TH QC,18.3840
7S TH QD,18.3840
7S TH QS,18.3839
7S TH KC,18.5530
7S TH KD,18.5530
7S TH KH,18.5832
7S TH KS,18.5529
7S TS QC,18.5151
7S TS QD,18.5151
7S TS QH,18.5151
7S TS KC,18.6917
7S TS KD,18.6917
7S TS KH,18.6917
7S TS KS,18.7310
7S JC QD,18.4038
7S JC QH,18.4038
7S JC QS,18.4027
7S JC KD,18.5399
7S JC KH,18.5399
7S JC KS,18.5402
7S JD QC,18.4038
7S JD QH,18.4038
7S JD QS,18.4027
7S JD KC,18.5399
7S JD KH,18.5399
7S JD KS,18.5402
7S JH QC,18.4038
7S JH QD,18.4038
7S JH QS,18.4027
7S JH KC,18.5399
7S JH KD,18.5399
7S JH KS,18.5402
7S JS QC,18.4019
7S JS QD,18.4019
7S JS QH,18.4019
7S JS KC,18.5423
7S JS KD,18.5423
7S JS KH,18.5423
8C 9D QC,18.3668
8C 9D QD,18.4248
8C 9D QH,18.3799
8C 9D QS,18.3799
8C 9D KC,18.5271
8C 9D KD,18.5281
8C 9D KH,18.5312
8C 9D KS,18.5312
8C 9H QC,18.3668
8C 9H QD,18.3799
8C 9H QH,18.4248
8C 9H QS,18.3799
8C 9H KC,18.5271
8C 9H KD,18.5312
8C 9H KH,18.5281
8C 9H KS,18.5312
8C 9S QC,18.3668
8C 9S QD,18.3799
8C 9S QH,18.3799
8C 9S QS,18.4248
8C 9S KC,18.5271
8C 9S KD,18.5312
8C 9S KH,18.5312
8C 9S KS,18.5281
8C TD QC,18.4195
8C TD QH,18.3914
8C TD QS,18.3914
8C TD KC,18.5566
8C TD KD,18.5909
8C TD KH,18.5606
8C TD KS,18.5606
8C TH QC,18.4195
8C TH QD,18.3914
8C TH QS,18.3914
8C TH KC,18.5566
8C TH KD,18.5606
8C TH KH,18.5909
8C TH KS,18.5606
8C TS QC,18.4195
8C TS QD,18.3914
8C TS QH,18.3914
8C TS KC,18.5566
8C TS KD,18.5606
8C TS KH,18.5606
8C TS KS,18.5909
8C JC QD,18.5291
8C JC QH,18.5291
8C JC QS,18.5291
8C JC KD,18.6919
8C JC KH,18.6919
8C JC KS,18.6919
8C JD QC,18.3787
8C JD QH,18.3828
8C JD QS,18.3828
8C JD KC,18.5177
8C JD KH,18.5188
8C JD KS,18.5188
8C JH QC,18.3787
8C JH QD,18.3828
8C JH QS,18.3828
8C JH KC,18.5177
8C JH KD,18.5188
8C JH KS,18.5188
8C JS QC,18.3787
8C JS QD,18.3828
8C JS QH,18.3828
8C JS KC,18.5177
8C JS KD,18.5188
8C JS KH,18.5188
8D 9C QC,18.4248
8D 9C QD,18.3668
8D 9C QH,18.3799
8D 9C QS,18.3799
8D 9C KC,18.5281
8D 9C KD,18.5271
8D 9C KH,18.5312
8D 9C KS,18.5312
8D 9H QC,18.3799
8D 9H QD,18.3668
8D 9H QH,18.4248
8D 9H QS,18.3799
8D 9H KC,18.5312
8D 9H KD,18.5271
8D 9H KH,18.5281
8D 9H KS,18.5312
8D 9S QC,18.3799
8D 9S QD,18.3668
8D 9S QH,18.3799
8D 9S QS,18.4248
8D 9S KC,18.5312
8D 9S KD,18.5271
8D 9S KH,18.5312
8D 9S KS,18.5281
8D TC QD,18.4195
8D TC QH,18.3914
8D TC QS,18.3914
8D TC KC,18.5909
8D TC KD,18.5566
8D TC KH,18.5606
8D TC KS,18.5606
8D TH QC,18.3914
8D TH QD,18.4195
8D TH QS,18.3914
8D TH KC,18.5606
8D TH KD,18.5566
8D TH KH,18.5909
8D TH KS,18.5606
8D TS QC,18.3914
8D TS QD,18.4195
8D TS QH,18.3914
8D TS KC,18.5606
8D TS KD,18.5566
8D TS KH,18.5606
8D TS KS,18.5909
8D JC QD,18.3787
8D JC QH,18.3828
8D JC QS,18.3828
8D JC KD,18.5177
8D JC KH,18.5188
8D JC KS,18.5188
8D JD QC,18.5291
8D JD QH,18.5291
8D JD QS,18.5291
8D JD KC,18.6919
8D JD KH,18.6919
8D JD KS,18.6919
8D JH QC,18.3828
8D JH QD,18.3787
8D JH QS,18.3828
8D JH KC,18.5188
8D JH KD,18.5177
8D JH KS,18.5188
8D JS QC,18.3828
8D JS QD,18.3787
8D JS QH,18.3828
8D JS KC,18.5188
8D JS KD,18.5177
8D JS KH,18.5188
8H 9C QC,18.4248
8H 9C QD,18.3799
8H 9C QH,18.3668
8H 9C QS,18.3799
8H 9C KC,18.5281
8H 9C KD,18.5312
8H 9C KH,18.5271
8H 9C KS,18.5312
8H 9D QC,18.3799
8H 9D QD,18.4248
8H 9D QH,18.3668
8H 9D QS,18.3799
8H 9D KC,18.5312
8H 9D KD,18.5281
8H 9D KH,18.5271
8H 9D KS,18.5312
8H 9S QC,18.3799
8H 9S QD,18.3799
8H 9S QH,18.3668
8H 9S QS,18.4248
8H 9S KC,18.5312
8H 9S KD,18.5312
8H 9S KH,18.5271
8H 9S KS,18.5281
8H TC QD,18.3914
8H TC QH,18.4195
8H TC QS,18.3914
8H TC KC,18.5909
8H TC KD,18.5606
8H TC KH,18.5566
8H TC KS,18.5606
8H TD QC,18.3914
8H TD QH,18.4195
8H TD QS,18.3914
8H TD KC,18.5606
8H TD KD,18.5909
8H TD KH,18.5566
8H TD KS,18.5606
8H TS QC,18.3914
8H TS QD,18.3914
8H TS QH,18.4195
8H TS KC,18.5606
8H TS KD,18.5606
8H TS KH,18.5566
8H TS KS,18.5909
8H JC QD,18.3828
8H JC QH,18.3787
8H JC QS,18.3828
8H JC KD,18.5188
8H JC KH,18.5177
8H JC KS,18.5188
8H JD QC,18.3828
8H JD QH,18.3787
8H JD QS,18.3828
8H JD KC,18.5188
8H JD KH,18.5177
8H JD KS,18.5188
8H JH QC,18.5291
8H JH QD,18.5291
8H JH QS,18.5291
8H JH KC,18.6919
8H JH KD,18.6919
8H JH KS,18.6919
8H JS QC,18.3828
8H JS QD,18.3828
8H JS QH,18.3787
8H JS KC,18.5188
8H JS KD,18.5188
8H JS KH,18.5177
8S 9C QC,18.4248
8S 9C QD,18.3799
8S 9C QH,18.3799
8S 9C QS,18.3668
8S 9C KC,18.5281
8S 9C KD,18.5312
8S 9C KH,18.5312
8S 9C KS,18.5271
8S 9D QC,18.3799
8S 9D QD,18.4248
8S 9D QH,18.3799
8S 9D QS,18.3668
8S 9D KC,18.5312
8S 9D KD,18.5281
8S 9D KH,18.5312
8S 9D KS,18.5271
8S 9H QC,18.3799
8S 9H QD,18.3799
8S 9H QH,18.4248
8S 9H QS,18.3668
8S 9H KC,18.5312
8S 9H KD,18.5312
8S 9H KH,18.5281
8S 9H KS,18.5271
8S TC QD,18.3914
8S TC QH,18.3914
8S TC QS,18.4195
8S TC KC,18.5909
8S TC KD,18.5606
8S TC KH,18.5606
8S TC KS,18.5566
8S TD QC,18.3914
8S TD QH,18.3914
8S TD QS,18.4195
8S TD KC,18.5606
8S TD KD,18.5909
8S TD KH,18.5606
8S TD KS,18.5566
8S TH QC,18.3914
8S TH QD,18.3914
8S TH QS,18.4195
8S TH KC,18.5606
8S TH KD,18.5606
8S TH KH,18.5909
8S TH KS,18.5566
8S JC QD,18.3828
8S JC QH,18.3828
8S JC QS,18.3787
8S JC KD,18.5188
8S JC KH,18.5188
8S JC KS,18.5177
8S JD QC,18.3828
8S JD QH,18.3828
8S JD QS,18.3787
8S JD KC,18.5188
8S JD KH,18.5188
8S JD KS,18.5177
8S JH QC,18.3828
8S JH QD,18.3828
8S JH QS,18.3787
8S JH KC,18.5188
8S JH KD,18.5188
8S JH KS,18.5177
8S JS QC,18.5291
8S JS QD,18.5291
8S JS QH,18.5291
8S JS KC,18.6919
8S JS KD,18.6919
8S JS KH,18.6919
9C TD QC,18.4270
9C TD QH,18.3738
9C TD QS,18.3738
9C TD KC,18.5359
9C TD KD,18.5721
9C TD KH,18.5438
9C TD KS,18.5438
9C TH QC,18.4270
9C TH QD,18.3738
9C TH QS,18.3738
9C TH KC,18.5359
9C TH KD,18.5438
9C TH KH,18.5721
9C TH KS,18.5438
9C TS QC,18.4270
9C TS QD,18.3738
9C TS QH,18.3738
9C TS KC,18.5359
9C TS KD,18.5438
9C TS KH,18.5438
9C TS KS,18.5721
9C JD QC,18.4463
9C JD QH,18.3910
9C JD QS,18.3910
9C JD KC,18.5567
9C JD KH,18.5222
9C JD KS,18.5222
9C JH QC,18.4463
9C JH QD,18.3910
9C JH QS,18.3910
9C JH KC,18.5567
9C JH KD,18.5222
9C JH KS,18.5222
9C JS QC,18.4463
9C JS QD,18.3910
9C JS QH,18.3910
9C JS KC,18.5567
9C JS KD,18.5222
9C JS KH,18.5222
9D TC QD,18.4270
9D TC QH,18.3738
9D TC QS,18.3738
9D TC KC,18.5721
9D TC KD,18.5359
9D TC KH,18.5438
9D TC KS,18.5438
9D TH QC,18.3738
9D TH QD,18.4270
9D TH QS,18.3738
9D TH KC,18.5438
9D TH KD,18.5359
9D TH KH,18.5721
9D TH KS,18.5438
9D TS QC,18.3738
9D TS QD,18.4270
9D TS QH,18.3738
9D TS KC,18.5438
9D TS KD,18.5359
9D TS KH,18.5438
9D TS KS,18.5721
9D JC QD,18.4463
9D JC QH,18.3910
9D JC QS,18.3910
9D JC KD,18.5567
9D JC KH,18.5222
9D JC KS,18.5222
9D JH QC,18.3910
9D JH QD,18.4463
9D JH QS,18.3910
9D JH KC,18.5222
9D JH KD,18.5567
9D JH KS,18.5222
9D JS QC,18.3910
9D JS QD,18.4463
9D JS QH,18.3910
9D JS KC,18.5222
9D JS KD,18.5567
9D JS KH,18.5222
9H TC QD,18.3738
9H TC QH,18.4270
9H TC QS,18.3738
9H TC KC,18.5721
9H TC KD,18.5438
9H TC KH,18.5359
9H TC KS,18.5438
9H TD QC,18.3738
9H TD QH,18.4270
9H TD QS,18.3738
9H TD KC,18.5438
9H TD KD,18.5721
9H TD KH,18.5359
9H TD KS,18.5438
9H TS QC,18.3738
9H TS QD,18.3738
9H TS QH,18.4270
9H TS KC,18.5438
9H TS KD,18.5438
9H TS KH,18.5359
9H TS KS,18.5721
9H JC QD,18.3910
9H JC QH,18.4463
9H JC QS,18.3910
9H JC KD,18.5222
9H JC KH,18.5567
9H JC KS,18.5222
9H JD QC,18.3910
9H JD QH,18.4463
9H JD QS,18.3910
9H JD KC,18.5222
9H JD KH,18.5567
9H JD KS,18.5222
9H JS QC,18.3910
9H JS QD,18.3910
9H JS QH,18.4463
9H JS KC,18.5222
9H JS KD,18.5222
9H JS KH,18.5567
9S TC QD,18.3738
9S TC QH,18.3738
9S TC QS,18.4270
9S TC KC,18.5721
9S TC KD,18.5438
9S TC KH,18.5438
9S TC KS,18.5359
9S TD QC,18.3738
9S TD QH,18.3738
9S TD QS,18.4270
9S TD KC,18.5438
9S TD KD,18.5721
9S TD KH,18.5438
